Name,Rating,Price,Connectivity,Processor,RAM_Storage,Battery,Display,Camera,OS
Huawei Nova 15,4.5,"₹34,990","Dual Sim, 5G, NFC, Wi-Fi, IR Blaster","Kirin 8020, Octa Core, 2.6 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 100W Fast Charging,"6.7 inches, 1084 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 12 MP Dual Rear & 50 MP Front Camera,HarmonyOS v6.0
Honor Magic V6,4.3,"₹1,19,990","Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster","Snapdragon 8 Elite Gen 5, Octa Core, 4.6 GHz Processor","16 GB RAM, 512 GB inbuilt",6660 mAh Battery with 80W Fast Charging,"7.95 inches, 2172 x 2352 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",64 MP + 50 MP + 50 MP Triple Rear & 20 MP + 20 MP Dual Front Camera
Poco M7 4G,4.4,"₹9,999","Dual Sim, 4G, NFC, Wi-Fi, IR Blaster","Snapdragon 685, Octa Core, 2.8 GHz Processor","6 GB RAM, 128 GB inbuilt",7000 mAh Battery with 33W Fast Charging,"6.9 inches, 1080 x 2340 px, 144 Hz Display",50 MP Rear & 8 MP Front Camera,Memory Card Supported
itel Zeno 5G,4.65,"₹9,999","Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.67 inches, 720 x 1612 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB"
Realme Neo 7 Turbo (16GB RAM + 256GB),4.15,"₹26,990","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Dimensity 9400e, Octa Core Processor","16 GB RAM, 256 GB inbuilt",7200 mAh Battery with 100W Fast Charging,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v15
iQOO Neo 10 Pro Plus,4.55,"₹34,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6800 mAh Battery with 120W Fast Charging,"6.82 inches, 1440 x 3168 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v15
Vivo V50 Lite 5G,4.65,"₹27,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","12 GB RAM, 512 GB inbuilt",6500 mAh Battery with 90W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear Camera,Android v15
Infinix Note 50 Pro 4G,4.25,"₹16,999","Dual Sim, 4G, VoLTE, NFC, Wi-Fi, IR Blaster","Helio G100, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 90W Fast Charging,"6.78 inches, 1080 x 2436 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card Supported, upto 2 TB"
Xiaomi 15T,4.2,"₹67,990","Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",5500 mAh Battery with 67W Fast Charging,"6.83 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 12 MP Triple Rear & 32 MP Front Camera,Android v16
Philips S7710 Omni 10,4.3,"₹11,990","Dual Sim, 4G, Wi-Fi","Helio G91, Octa Core, 2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.6 inches, 720 x 1612 px Display with Punch Hole",108 MP + 0.08 MP Dual Rear & 8 MP Front Camera,Memory Card Supported
Infinix Zero 40 5G,4.65,"₹27,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 8200 Ultimate, Octa Core, 3.1 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",108 MP + 50 MP + 2 MP Triple Rear & 50 MP Front Camera,Android v14
Motorola Moto Edge 60 Neo,4.3,"₹41,990","Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi","Dimensity 7400, Octa Core, 2.6 GHz Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with 65W Fast Charging,"6.36 inches, 1200 x 2670 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 10 MP Triple Rear & 32 MP Front Camera,Android v15
Huawei Mate 80 Pro,4.7,"₹75,990","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Kirin 9030, Octa Core Processor","12 GB RAM, 256 GB inbuilt",5750 mAh Battery with 100W Fast Charging,"6.75 inches, 1280 x 2832 px, 144 Hz Display with Punch Hole",50 MP + 48 MP + 40 MP Triple Rear & 13 MP Front Camera,"Memory Card (Hybrid), upto 256 GB"
Realme Narzo N61,4.35,"₹7,499","Dual Sim, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 10W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",32 MP Rear & 5 MP Front Camera,Memory Card Supported
Realme Note 60 4G,4.35,"₹7,990","Dual Sim, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 10W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",32 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB"
OPPO Reno 12F 5G,4,"₹29,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,Memory Card (Hybrid)
Realme Neo 7,4.45,"₹24,990","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v15
iQOO Z9 Turbo,4.5,"₹32,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v14
Vivo S19,4.6,"₹29,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","8 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 50 MP Front Camera,Android v14
Xiaomi Redmi 13R 5G,4.7,"₹11,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB"
Infinix Hot 40 Pro,4.45,"₹12,990","Dual Sim, 4G, VoLTE, NFC, Wi-Fi","Helio G99, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 44W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + 2 MP + 0.08 MP Triple Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB"
Realme GT 5 (240W),4.15,"₹42,990","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","24 GB RAM, 1 TB inbuilt",4600 mAh Battery with 240W Fast Charging,"6.74 inches, 1240 x 2772 px, 144 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,Memory Card Not Supported
Nubia Neo,4.65,"₹15,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Unisoc T820, Octa Core, 2.7 GHz Processor","8 GB RAM, 256 GB inbuilt",4500 mAh Battery with 22.5W Fast Charging,"6.6 inches, 1080 x 2408 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card (Hybrid)
iQOO Neo 9,4.5,"₹26,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",5160 mAh Battery with 120W Fast Charging,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v14
Xiaomi 14 Pro,4,"₹56,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 256 GB inbuilt",4880 mAh Battery with 120W Fast Charging,"6.73 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported
Samsung Galaxy A74 5G,4.55,"₹42,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB"
LG Velvet 5G,4.3,"₹54,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon  765G, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",4300 mAh Battery with 25W Fast Charging,"6.8 inches, 1080 x 2460 px Display with Water Drop Notch",48 MP + 8 MP + 5 MP Triple Rear & 16 MP Front Camera,Memory Card (Hybrid)
Vivo U3x,4.15,"₹8,990","Dual Sim, 5G, VoLTE, Wi-Fi","Snapdragon  480 , Octa Core, 2 GHz Processor","6 GB RAM, 64 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.58 inches, 1080 x 2408 px, 90 Hz Display with Water Drop Notch",13 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v11
Xiaomi Qin 1,4.3,"₹1,799","Dual Sim, Wi-Fi",Helio MT6260A,"8 MB RAM, 16 MB inbuilt",1480 mAh Battery,"2.8 inches, 240 x 320 px Display",No Rear Camera,Nucleus
Vivo Y6 5G,4.15,"₹19,990","Dual Sim, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",7200 mAh Battery with 44W Fast Charging,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v16
Motorola Moto G Stylus 5G 2026,4.5,"₹53,990","Dual Sim, 5G, NFC, eSIM, Wi-Fi","Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with 68W Fast Charging,"6.7 inches, 1220 x 2712 px Display",50 MP + 13 MP Dual Rear & 32 MP Front Camera,Memory Card Supported
Honor 500,4.55,"₹39,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",8000 mAh Battery with 80W Fast Charging,"6.55 inches, 1264 x 2736 px, 120 Hz Display with Punch Hole",200 MP + 12 MP Dual Rear & 50 MP Front Camera,Android v16
Realme C85 Pro,4.35,"₹19,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 685, Octa Core, 2.8 GHz Processor","6 GB RAM, 128 GB inbuilt",7000 mAh Battery with 45W Fast Charging,"6.8 inches, 1080 x 2344 px, 120 Hz Display with Punch Hole",50 MP Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 2 TB"
Huawei Nova Flip S,4.6,"₹41,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Kirin 8030, Octa Core Processor","12 GB RAM, 256 GB inbuilt",4400 mAh Battery with 66W Fast Charging,"6.94 inches, 1136 x 2690 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",50 MP + 8 MP Dual Rear & 32 MP Front Camera
ZTE Nubia Air,4.25,"₹24,999","Dual Sim, 5G, NFC, Wi-Fi","Unisoc T8300, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.78 inches, 1224 x 2720 px Display with Punch Hole",50 MP + 2 MP Dual Rear & 20 MP Front Camera,Android v15
Tecno Spark Slim,4.2,"₹19,999","Dual Sim, 4G, VoLTE, NFC, Wi-Fi, IR Blaster","Helio G200, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5160 mAh Battery with 45W Fast Charging,"6.78 inches, 1224 x 2720 px, 144 Hz Display with Punch Hole",50 MP Rear & 13 MP Front Camera,Android v15
Xiaomi Redmi Note 15 Pro 4G,4.1,"₹19,990","Dual Sim, 4G, VoLTE, NFC, Wi-Fi, IR Blaster","Helio G200, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",6500 mAh Battery with 45W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",200 MP + 8 MP Dual Rear & 32 MP Front Camera,Memory Card Supported
Realme Note 70,4.75,"₹11,990","Dual Sim, 4G, VoLTE, Wi-Fi","Unisoc T7250, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",6300 mAh Battery with 15W Fast Charging,"6.74 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",13 MP Rear & 5 MP Front Camera,Memory Card Supported
Samsung Galaxy Jump 4,4.5,"₹27,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Exynos 1380, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery,"6.7 inches, 120 Hz Display with Water Drop Notch",12 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card Supported, upto 2 TB"
Honor X70,4.15,"₹16,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",8300 mAh Battery with 80W Fast Charging,"6.79 inches, 1200 x 2640 px, 120 Hz Display with Punch Hole",50 MP Rear & 8 MP Front Camera,Android v15
Huawei Mate X7,4.55,"₹1,64,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Kirin 9030, Octa Core Processor","12 GB RAM, 256 GB inbuilt",5525 mAh Battery with 66W Fast Charging,"8 inches, 2210 x 2416 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",50 MP + 50 MP + 40 MP Triple Rear & 8 MP + 8 MP Dual Front Camera
OnePlus Ace 5 Ultra,4.25,"₹29,990","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Dimensity 9400 Plus, Octa Core, 3.63 GHz Processor","12 GB RAM, 256 GB inbuilt",6700 mAh Battery with 100W Fast Charging,"6.83 inches, 1272 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Memory Card Not Supported
Vivo Y300 GT,4.2,"₹22,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 8400, Octa Core, 3.25 GHz Processor","8 GB RAM, 256 GB inbuilt",7620 mAh Battery with 90W Fast Charging,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v15
Realme Neo 7x,4.55,"₹15,999","Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP Rear & 16 MP Front Camera,Android v15
Nubia Z70 Ultra New Year Edition,4.35,"₹59,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6150 mAh Battery with 80W Fast Charging,"6.85 inches, 1216 x 2688 px, 144 Hz Display",64 MP + 50 MP + 50 MP Triple Rear & 16 MP Front Camera,Android v15
Poco X7 Pro Iron Man Edition,4.35,"₹34,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor","12 GB RAM, 512 GB inbuilt",6550 mAh Battery with 90W Fast Charging,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 20 MP Front Camera,Android v15
Motorola Moto G15 Power,4.7,"₹13,990","Dual Sim, 4G, VoLTE, NFC, Wi-Fi","Helio G81 Ultra, Octa Core, 2 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 18W Fast Charging,"6.72 inches, 1080 x 2400 px Display with Punch Hole",50 MP + 5 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB"
Vivo Y29 4G,4.15,"₹14,499","Dual Sim, 4G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 685, Octa Core, 2.8 GHz Processor","6 GB RAM, 128 GB inbuilt",6500 mAh Battery with 44W Fast Charging,"6.68 inches, 720 x 1608 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card (Hybrid)
Poco C75 (8GB RAM + 256GB),4.3,"₹10,990","Dual Sim, 4G, VoLTE, NFC, Wi-Fi","Helio G81 Ultra, Octa Core, 2 GHz Processor","8 GB RAM, 256 GB inbuilt",5160 mAh Battery with 18W Fast Charging,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",50 MP + Auxiliary lens Dual Rear & 13 MP Front Camera,"Memory Card Supported, upto 1 TB"
Samsung Galaxy M55s 5G (12GB RAM + 256GB),4.45,"₹34,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,"Memory Card (Hybrid), upto 1 TB"
Infinix Note 40 Pro Racing Edition,4.6,"₹21,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Dimensity 7020, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",108 MP + 2 MP + 2 MP Triple Rear & 32 MP Front Camera,Android v14
Motorola Moto G47 5G,4.1,"₹29,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with 20W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",108 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB"
Motorola Moto S50,4.35,"₹26,990","Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core Processor","12 GB RAM, 256 GB inbuilt",4310 mAh Battery with 68W Fast Charging,"6.36 inches, 1272 x 2670 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 10 MP Triple Rear & 32 MP Front Camera,Android v14
Poco F7 Pro 5G,4.65,"₹42,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 90W Fast Charging,"6.67 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 20 MP Front Camera,Android v15
Motorola Moto S50 Neo,4.4,"₹15,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 6s Gen 3, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 30W Fast Charging,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Memory Card Supported
Poco M6 4G,4,"₹10,999","Dual Sim, 4G, VoLTE, NFC, Wi-Fi, IR Blaster","Helio G91 Ultra, Octa Core, 2 GHz Processor","6 GB RAM, 128 GB inbuilt",5030 mAh Battery with 33W Fast Charging,"6.79 inches, 1080 x 2460 px, 90 Hz Display with Punch Hole",108 MP + 2 MP Dual Rear & 13 MP Front Camera,"Memory Card (Hybrid), upto 1 TB"
Tecno Spark 20 Pro,4.35,"₹12,999","Dual Sim, 4G, VoLTE, NFC, Wi-Fi","Helio G99, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + 0.08 MP Dual Rear & 32 MP Front Camera,Memory Card Supported
Honor 100 Pro,4.7,"₹39,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 100W Fast Charging,"6.78 inches, 1224 x 2700 px, 120 Hz Display with Punch Hole",50 MP + 32 MP + 12 MP Triple Rear & 50 MP + 2 MP Dual Front Camera,Android v13
Tecno Pova 5 Pro,4.65,"₹14,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 6080, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 68W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",50 MP + 0.08 MP Dual Rear & 16 MP Front Camera,"Memory Card Supported, upto 1 TB"
Vivo V27 4G,4.1,"₹19,990","Dual Sim, 5G, VoLTE, Wi-Fi","Helio, Octa Core, 2 GHz Processor","8 GB RAM, 128 GB inbuilt",4600 mAh Battery with 66W Fast Charging,"6.64 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,Memory Card Supported
Honor X9a,4.6,"₹27,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5100 mAh Battery with 40W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 5 MP + 2 MP Triple Rear & 16 MP Front Camera,Android v12
Sony Xperia 10 V,4.05,"₹39,999","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 21W Fast Charging,"6.1 inches, 1080 x 2520 px Display",48 MP + 8 MP + 8 MP Triple Rear & 8 MP Front Camera,Memory Card (Hybrid)
Samsung Galaxy A24,4,"₹17,999","Dual Sim, 4G, VoLTE, NFC, Wi-Fi","Helio G99, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.5 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card Supported, upto 1 TB"
Samsung Galaxy A15 4G,4.35,"₹12,990","Dual Sim, 4G, VoLTE, Wi-Fi","Helio G99, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.5 inches, 1080 x 2340 px Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card Supported, upto 1 TB"
Samsung Galaxy S22 Ultra 5G (8GB RAM + 128GB),4.05,"₹99,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.8 inches, 1440 x 3080 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 40 MP Front Camera,Android v12
Vivo Y55 5G,4.15,"₹20,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 700 5G, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.58 inches, 1080 x 2408 px Display with Water Drop Notch",50 MP + 2 MP + 2 MP Triple Rear & 8 MP Front Camera,Memory Card Supported
Sony Xperia 10 III Lite 5G,4.2,"₹30,990","Single Sim, 5G, VoLTE, NFC, Wi-Fi","Snapdragon  690 , Octa Core, 2 GHz Processor","6 GB RAM, 64 GB inbuilt",4500 mAh Battery with 30W Fast Charging,"6 inches, 1080 x 2520 px Display",12 MP + 8 MP + 8 MP Triple Rear & 8 MP Front Camera,Memory Card Supported
Huawei Pura 90,4.35,"₹69,990","Dual Sim, 5G, NFC, Wi-Fi, IR Blaster","Kirin 9010s, Octa Core Processor","12 GB RAM, 256 GB inbuilt",6500 mAh Battery with 100W Fast Charging,"6.8 inches, 1320 x 2856 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 12.5 MP Triple Rear & 50 MP Front Camera,HarmonyOS v6.1
Huawei Enjoy 90,4.45,"₹16,999","Dual Sim, 5G, Wi-Fi","Kirin 8000A, Octa Core Processor","8 GB RAM, 128 GB inbuilt",6620 mAh Battery with 40W Fast Charging,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP Rear & 8 MP Front Camera,HarmonyOS v6.0
Realme C100,4.4,"₹20,999","Dual Sim, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",7000 mAh Battery with 45W Fast Charging,"6.8 inches, 720 x 1570 px, 120 Hz Display with Water Drop Notch",50 MP Rear & 5 MP Front Camera,Memory Card (Hybrid)
Motorola Moto G67,4.3,"₹25,990","Dual Sim, 5G, VoLTE, NFC, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",5200 mAh Battery with 30W Fast Charging,"6.78 inches, 1272 x 2772 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Memory Card (Hybrid)
